,model,confidence
0,spec_af_0.pdb,0.945779024307184
1,spec_af_1.pdb,0.945633085046322
2,spec_af_2.pdb,0.94245032808905
3,spec_af_3.pdb,0.9421700858346688
4,default_af_0.pdb,0.9401855343280948
5,default_af_1.pdb,0.9398613450323944
6,default_af_2.pdb,0.9330833202244851
7,default_af_3.pdb,0.932124709033322
8,default_af_4.pdb,0.9316209350954742
9,spec_af_4.pdb,0.9290797832408106
10,spec_iter_uniprot_sto_2.pdb,0.9191330295559382
11,spec_iter_uniprot_sto_0.pdb,0.920123330220357
12,spec_iter_uniprot_sto_1.pdb,0.919565319247846
13,spec_iter_uniprot_sto_3.pdb,0.9182019637050324
14,spec_iter_uniref_sto_1.pdb,0.9190545894761823
15,default_img_0.pdb,0.91768428795835
16,spec_iter_uniref_sto_0.pdb,0.9193208622380036
17,spec_iter_uniref_sto_2.pdb,0.9179157275680196
18,avg_refine_0.pdb,0.916245489093483
19,spec_iter_uniprot_sto_4.pdb,0.9166548579746148
20,default_struct_0.pdb,0.917395451024935
21,iter_1_0.pdb,0.916954317896417
22,default_comp_0.pdb,0.9170215366249542
23,Elo_0.pdb,0.9165401196266422
24,lewis_1.pdb,0.9175220666576964
25,lewis_0.pdb,0.9175539242668788
26,default_comp_2.pdb,0.9161426140754751
27,iter_1_1.pdb,0.9166050693108612
28,spec_iter_uniref_sto_3.pdb,0.9171117318706146
29,iter_1_2.pdb,0.9153960276227582
30,default_pdb70_0.pdb,0.915198586530717
31,default_comp_4.pdb,0.915411302852536
32,default_pdb_3.pdb,0.9146184239298414
33,default_pdb_0.pdb,0.9151504956954056
34,iter_1_3.pdb,0.9152625044896304
35,default_pdb_2.pdb,0.9146437504518748
36,default_multimer_2.pdb,0.9137616115397358
37,spec_iter_uniref_sto_4.pdb,0.9149581548400698
38,default_multimer_0.pdb,0.9159055827732986
39,default_comp_1.pdb,0.9163625682938212
40,default_struct_1.pdb,0.916364801970822
41,Elo_4.pdb,0.9143490914723452
42,lewis_2.pdb,0.9163475439120288
43,lewis_3.pdb,0.9160565356181192
44,default_uniclust30_0.pdb,0.9155064682922188
45,img_multimer_0.pdb,0.915224278872748
46,lewis_4.pdb,0.91591746292533
47,default_uniclust30_1.pdb,0.914848030202322
48,img_multimer_1.pdb,0.9143715276211052
49,Elo_2.pdb,0.9146675966035844
50,Elo_1.pdb,0.9148781235140204
51,default_uniref30_22_0.pdb,0.9144136570597288
52,default_pdb70_2.pdb,0.9146165435728034
53,default_comp_3.pdb,0.9155642867185568
54,iter_1_4.pdb,0.9145799526062216
55,default_pdb_1.pdb,0.9147829552636048
56,default_multimer_1.pdb,0.9142215843405348
57,default_struct_4.pdb,0.9136514522409176
58,default_pdb70_4.pdb,0.9123425391286754
59,Elo_3.pdb,0.9146286887959978
60,default_pdb70_1.pdb,0.9147320453828104
61,default_pdb_4.pdb,0.914420219262772
62,default_img_3.pdb,0.9144124204752152
63,default_img_2.pdb,0.9146557677652144
64,default_img_1.pdb,0.91523768761556
65,default_uniclust30_4.pdb,0.9120396419680162
66,default_uniref30_22_1.pdb,0.9131422173311564
67,default_struct_2.pdb,0.9140999546363046
68,default_struct_3.pdb,0.9140550079036388
69,default_img_4.pdb,0.9128561938217106
70,default_uniclust30_2.pdb,0.9124564814721464
71,default_uniref30_22_3.pdb,0.9119322413755628
72,default_uniref30_22_2.pdb,0.9128308203786676
73,default_multimer_3.pdb,0.9124130299685916
74,default_uniclust30_3.pdb,0.9121497910973272
75,default_uniref30_22_4.pdb,0.911190687899482
76,default_multimer_4.pdb,0.9117953354246092
77,default_pdb70_3.pdb,0.9126599382830104
78,img_multimer_2.pdb,0.909070835515936
79,img_multimer_3.pdb,0.9079976113725412
80,iter_1_old_0.pdb,0.9043097059830092
81,img_multimer_4.pdb,0.9068161533298504
82,iter_1_old_1.pdb,0.9013578875609092
83,iter_2_old_0.pdb,0.9011085915719904
84,iter_2_old_1.pdb,0.9005057890083757
85,iter_1_old_2.pdb,0.8950914736705717
86,iter_2_old_2.pdb,0.8919924163662358
87,iter_1_old_3.pdb,0.8913812556071361
88,iter_1_old_4.pdb,0.8882103796634792
89,iter_2_old_3.pdb,0.8841408659312882
90,iter_2_old_4.pdb,0.8830239066396669
91,avg_refine_2.pdb,0.8947102348343584
92,avg_refine_1.pdb,0.8954564584049668
93,avg_refine_3.pdb,0.8931450168625652
94,avg_refine_4.pdb,0.8929683125230601
95,spec_comp_0.pdb,0.8861756577550906
96,spec_struct_0.pdb,0.8826012919539497
97,spec_comp_2.pdb,0.8782716118286626
98,uniclust_oxmatch_a3m_0.pdb,0.8764559276254021
99,spec_pdb_1.pdb,0.8785808439319801
100,spec_struct_3.pdb,0.857607434636408
101,spec_struct_1.pdb,0.8604473453096987
102,spec_pdb70_4.pdb,0.8570795307891877
103,spec_struct_4.pdb,0.853062730176001
104,spec_iter_uniref_a3m_4.pdb,0.8582126795639572
105,spec_pdb_4.pdb,0.8602743978566619
106,spec_iter_uniref_a3m_1.pdb,0.859178877790803
107,uniclust_oxmatch_a3m_1.pdb,0.8675291919271186
108,spec_struct_2.pdb,0.8603513649954699
109,spec_pdb_3.pdb,0.8670664927505579
110,uniclust_oxmatch_a3m_3.pdb,0.865765286532997
111,spec_pdb70_3.pdb,0.8621685678036208
112,spec_iter_uniref_a3m_3.pdb,0.858294191867643
113,spec_iter_uniref_a3m_2.pdb,0.8583908206296367
114,spec_pdb70_2.pdb,0.8641931571907528
115,spec_pdb_0.pdb,0.8816538958428134
116,spec_comp_1.pdb,0.8830855115711445
117,spec_pdb70_0.pdb,0.8819742988735075
118,spec_pdb_2.pdb,0.8780281797786257
119,spec_pdb70_1.pdb,0.8776178829153285
120,spec_comp_3.pdb,0.8744038056805187
121,uniclust_oxmatch_a3m_2.pdb,0.86750415426161
122,spec_iter_uniref_a3m_0.pdb,0.8666746388778894
123,uniclust_oxmatch_a3m_4.pdb,0.8615125678402832
124,spec_comp_4.pdb,0.8614789702980634
