,model,score
0,default_uniref30_4.pdb,0.9949244680851062
1,spec_iter_uniref_sto_4.pdb,0.9948247872340424
2,default_multimer_2.pdb,0.9948087234042552
3,uniclust_oxmatch_a3m_3.pdb,0.9947956382978725
4,spec_struct_4.pdb,0.9947420212765956
5,uniclust_oxmatch_a3m_2.pdb,0.9947371276595744
6,default_pdb70_3.pdb,0.9947237234042553
7,default_multimer_4.pdb,0.9946136170212766
8,spec_iter_uniprot_sto_0.pdb,0.994586914893617
9,spec_struct_1.pdb,0.9945854255319149
10,pdb_iter_uniref_a3m_0.pdb,0.9945693617021275
11,pdb_iter_uniref_a3m_1.pdb,0.9945563829787232
12,spec_iter_uniref_a3m_2.pdb,0.9945553191489361
13,spec_pdb70_0.pdb,0.9944817021276597
14,spec_iter_uniprot_sto_1.pdb,0.9944597872340424
15,spec_iter_uniref_a3m_0.pdb,0.9943713829787233
16,spec_pdb_4.pdb,0.994338829787234
17,spec_comp_1.pdb,0.9943140425531917
18,iter_2_4.pdb,0.994258085106383
19,spec_iter_uniprot_sto_4.pdb,0.9942497872340427
20,spec_comp_2.pdb,0.9941625531914888
21,spec_pdb70_1.pdb,0.9941004255319148
22,spec_pdb_2.pdb,0.9940473404255318
23,spec_pdb_3.pdb,0.9940415957446811
24,iter_1_1.pdb,0.9940374468085105
25,default_pdb70_4.pdb,0.9940248936170213
26,uniclust_oxmatch_a3m_0.pdb,0.9940219148936171
27,spec_comp_4.pdb,0.9940182978723404
28,pdb_iter_uniref_a3m_2.pdb,0.9939809574468087
29,spec_pdb70_2.pdb,0.9939269148936171
30,default_uniref30_0.pdb,0.9938843617021278
31,default_pdb_1.pdb,0.9938784042553191
32,spec_struct_0.pdb,0.9938398936170212
33,iter_1_0.pdb,0.9938367021276596
34,pdb_iter_uniref_a3m_3.pdb,0.9938153191489363
35,default_pdb70_1.pdb,0.9938088297872341
36,spec_struct_3.pdb,0.9937835106382977
37,default_comp_1.pdb,0.9937444680851062
38,uniclust_oxmatch_a3m_1.pdb,0.9937080851063829
39,spec_struct_2.pdb,0.9936861702127658
40,spec_pdb70_3.pdb,0.9936739361702129
41,iter_1_3.pdb,0.9935495744680851
42,spec_iter_uniref_a3m_3.pdb,0.993503085106383
43,default_struct_2.pdb,0.9934822340425532
44,spec_iter_uniref_a3m_1.pdb,0.9934595744680852
45,spec_iter_uniref_sto_1.pdb,0.9934577659574468
46,spec_pdb_0.pdb,0.9934568085106383
47,spec_iter_uniref_sto_3.pdb,0.9934246808510636
48,default_struct_0.pdb,0.9933702127659575
49,spec_pdb_1.pdb,0.99334585106383
50,pdb_iter_uniref_a3m_4.pdb,0.9933394680851063
51,default_pdb_0.pdb,0.9933307446808511
52,spec_comp_3.pdb,0.9933081914893617
53,default_pdb_3.pdb,0.9932877659574469
54,default_multimer_1.pdb,0.9932735106382979
55,default_multimer_0.pdb,0.9932592553191489
56,default_comp_3.pdb,0.9932175531914893
57,default_comp_0.pdb,0.9932009574468085
58,default_uniref30_1.pdb,0.993195319148936
59,spec_iter_uniref_sto_0.pdb,0.9931202127659575
60,spec_pdb70_4.pdb,0.9931167021276597
61,spec_comp_0.pdb,0.9931021276595745
62,default_uniref30_2.pdb,0.9930784042553191
63,default_struct_4.pdb,0.993075744680851
64,default_af_4.pdb,0.9930131914893616
65,spec_iter_uniref_a3m_4.pdb,0.9929312765957449
66,default_struct_3.pdb,0.9929074468085108
67,default_pdb70_0.pdb,0.9928514893617023
68,default_af_0.pdb,0.9928342553191488
69,uniclust_oxmatch_a3m_4.pdb,0.992832340425532
70,default_af_3.pdb,0.9928090425531915
71,default_af_2.pdb,0.9927947872340426
72,default_af_1.pdb,0.9927928723404253
73,default_pdb70_2.pdb,0.9927634042553191
74,default_struct_1.pdb,0.9927057446808513
75,spec_af_3.pdb,0.9926140425531915
76,spec_af_0.pdb,0.9925725531914896
77,spec_af_1.pdb,0.9925623404255319
78,spec_af_2.pdb,0.9925286170212768
79,iter_2_1.pdb,0.9924401063829787
80,iter_2_3.pdb,0.9923581914893618
81,spec_af_4.pdb,0.9923124468085105
82,iter_1_4.pdb,0.9922897872340425
83,iter_1_2.pdb,0.9922219148936171
84,default_uniref30_3.pdb,0.9921727659574469
85,default_multimer_3.pdb,0.9921230851063829
86,default_pdb_2.pdb,0.9920331914893615
87,default_comp_4.pdb,0.9914905319148936
88,default_pdb_4.pdb,0.9914441489361703
89,default_comp_2.pdb,0.9911897872340423
90,spec_iter_uniref_sto_2.pdb,0.9892889361702129
91,spec_iter_uniprot_sto_3.pdb,0.9890458510638296
92,iter_2_2.pdb,0.9885609574468083
93,iter_2_0.pdb,0.9883521276595745
94,spec_iter_uniprot_sto_2.pdb,0.9735687234042553
