,model,avg_tmscore
0,default_pdb_3.pdb,0.8168052344536813
1,spec_iter_uniref_a3m_4.pdb,0.8165619801014576
2,default_pdb70_3.pdb,0.8165352942381296
3,spec_iter_uniprot_sto_1.pdb,0.8159426127116715
4,default_multimer_2.pdb,0.8159305846587473
5,spec_pdb70_3.pdb,0.8158893473201887
6,default_comp_2.pdb,0.8158019045207832
7,default_pdb_2.pdb,0.815684173220393
8,img_multimer_2.pdb,0.8156310350726448
9,spec_iter_uniprot_sto_0.pdb,0.8155539073976676
10,img_multimer_4.pdb,0.8155479578729371
11,spec_pdb70_1.pdb,0.8154885204600004
12,spec_comp_2.pdb,0.8154676457056843
13,default_struct_4.pdb,0.8154337934670722
14,default_pdb_0.pdb,0.8153531427639839
15,spec_pdb_3.pdb,0.8153367953216795
16,pdb_iter_uniref_a3m_4.pdb,0.8153085197298401
17,spec_iter_uniref_sto_2.pdb,0.8152357293568262
18,spec_comp_0.pdb,0.8152280996722524
19,spec_iter_uniprot_sto_2.pdb,0.8152277405563785
20,pdb_iter_uniref_a3m_3.pdb,0.8152120855839352
21,img_multimer_3.pdb,0.8151887708966686
22,default_struct_1.pdb,0.8151770220781229
23,spec_pdb_0.pdb,0.8151245046966868
24,default_struct_3.pdb,0.8151169450723369
25,default_comp_3.pdb,0.8151161727038493
26,spec_iter_uniref_a3m_3.pdb,0.8149336958473088
27,spec_iter_uniref_a3m_1.pdb,0.8149135509048457
28,uniclust_oxmatch_a3m_4.pdb,0.8148379879035542
29,spec_iter_uniref_a3m_0.pdb,0.814749680804979
30,spec_pdb_1.pdb,0.814685622484524
31,spec_comp_1.pdb,0.8146393391983304
32,spec_comp_4.pdb,0.8146148569267607
33,pdb_iter_uniref_a3m_0.pdb,0.8145838878012046
34,spec_pdb70_4.pdb,0.8144947617211244
35,spec_iter_uniprot_sto_4.pdb,0.8144484920899007
36,spec_struct_0.pdb,0.814431153522147
37,default_comp_0.pdb,0.814386381112434
38,spec_struct_2.pdb,0.8141987809327623
39,uniclust_oxmatch_a3m_2.pdb,0.8141324840036865
40,uniclust_oxmatch_a3m_1.pdb,0.8141302082061519
41,default_uniclust30_0.pdb,0.8140319898977487
42,uniclust_oxmatch_a3m_0.pdb,0.8139846702278694
43,pdb_iter_uniref_a3m_1.pdb,0.8139311127017159
44,iter_1_0.pdb,0.8137729918708133
45,spec_pdb70_0.pdb,0.8137206840563166
46,default_pdb70_1.pdb,0.8137171953693978
47,spec_iter_uniref_a3m_2.pdb,0.8136890317231616
48,spec_pdb70_2.pdb,0.813410579733851
49,iter_1_1.pdb,0.8131974881514334
50,spec_pdb_2.pdb,0.8131570388390842
51,iter_2_4.pdb,0.8130988684684053
52,iter_1_4.pdb,0.8130638235910489
53,default_comp_1.pdb,0.8129297463940957
54,spec_struct_1.pdb,0.8128712294945075
55,iter_1_3.pdb,0.8126690214222881
56,uniclust_oxmatch_a3m_3.pdb,0.8124640521054888
57,iter_2_0.pdb,0.8123721332336811
58,spec_iter_uniref_sto_3.pdb,0.8120368945705733
59,spec_pdb_4.pdb,0.8116317481204216
60,default_multimer_1.pdb,0.8114518543179302
61,spec_iter_uniref_sto_0.pdb,0.8113373086424861
62,spec_af_3.pdb,0.8112602450958585
63,spec_af_2.pdb,0.8111362379441124
64,default_uniclust30_1.pdb,0.8110431854918215
65,pdb_iter_uniref_a3m_2.pdb,0.8108798315705348
66,default_pdb70_0.pdb,0.8107137026029764
67,default_struct_0.pdb,0.8106715557393045
68,img_multimer_1.pdb,0.8104832291174119
69,default_uniclust30_3.pdb,0.8104720419283697
70,iter_2_1.pdb,0.8102645594519234
71,img_multimer_0.pdb,0.8101973701090034
72,default_multimer_3.pdb,0.8101029039419156
73,spec_struct_3.pdb,0.8095702054440451
74,default_uniclust30_4.pdb,0.8091732681724004
75,iter_1_2.pdb,0.8087447877631264
76,default_pdb_4.pdb,0.8087098148616378
77,spec_iter_uniprot_sto_3.pdb,0.8076922451314716
78,default_struct_2.pdb,0.8073641642958957
79,spec_af_1.pdb,0.8072037144164739
80,spec_iter_uniref_sto_4.pdb,0.8070085111805301
81,spec_af_0.pdb,0.806677362582029
82,default_pdb_1.pdb,0.8063227130618253
83,default_af_1.pdb,0.8060708589069498
84,default_uniclust30_2.pdb,0.805248745993968
85,default_pdb70_2.pdb,0.8051340609246247
86,default_multimer_4.pdb,0.805112912537279
87,spec_iter_uniref_sto_1.pdb,0.8047481789929951
88,spec_comp_3.pdb,0.8044029168240083
89,default_pdb70_4.pdb,0.8040159372492611
90,default_af_0.pdb,0.8034739667650016
91,default_af_2.pdb,0.8021871878555399
92,default_multimer_0.pdb,0.8018417088601625
93,iter_2_2.pdb,0.7965040068013011
94,spec_af_4.pdb,0.7938324833559716
95,spec_struct_4.pdb,0.7782858668883744
96,iter_2_3.pdb,0.7670651195325173
97,default_comp_4.pdb,0.712257799091762
98,default_af_3.pdb,0.3286551110736388
99,default_af_4.pdb,0.3259248392467887
