,model,ptm,plddt_avg,confidence
0,spec_struct_0.pdb,0.8903531609992403,87.69290509635091,0.8777642166419868
1,default_struct_0.pdb,0.8883324533044477,86.3607589324024,0.8776699238884287
2,spec_struct_1.pdb,0.8879656036135831,87.20973180480406,0.8754105416821893
3,spec_iter_uniref_a3m_0.pdb,0.8856761982897148,86.37054705840254,0.8748171434970543
4,spec_iter_uniref_a3m_1.pdb,0.8831903140092817,86.90897234667902,0.8745572408108896
5,default_multimer_0.pdb,0.8823786439120344,84.95706301860385,0.8737966668927585
6,spec_pdb_0.pdb,0.882099497598469,86.60522032147097,0.8728139615619303
7,iter_2_old_0.pdb,0.8844498688807105,83.55335119211821,0.8726452647612496
8,spec_struct_2.pdb,0.8813885732902935,86.60298197814579,0.8722307023289573
9,default_struct_1.pdb,0.8845119621411457,85.28315046838922,0.8717861204555729
10,iter_1_0.pdb,0.8852793409837495,85.83800355210833,0.8714336719992402
11,spec_pdb_1.pdb,0.8747881017969359,84.68064583189415,0.8677920453319214
12,default_mul_newest_0.pdb,0.876843248887476,84.29391518933672,0.8641182969179982
13,spec_struct_3.pdb,0.8750198714876484,86.1022301002605,0.8634407685785356
14,spec_iter_uniref_a3m_2.pdb,0.871605740797166,85.27336945609458,0.8633581373714694
15,default_struct_2.pdb,0.8773951964199931,82.60357586632763,0.8622202959978659
16,default_comp_0.pdb,0.8744442853325034,82.24836776458793,0.8617575246690398
17,spec_comp_0.pdb,0.8683802568717047,84.11684290198049,0.858082617994214
18,default_img_0.pdb,0.8724653546866272,81.03213733179156,0.8573320830833216
19,spec_struct_4.pdb,0.8675913054086456,83.10312961590036,0.8568429318733553
20,img_multimer_0.pdb,0.8681044034469318,80.50914428036025,0.854028738584284
21,default_mul_newest_1.pdb,0.8674414681701165,82.9292713640359,0.8535732850891015
22,default_img_1.pdb,0.8672002023492089,80.16128427590203,0.8531667364842461
23,default_struct_3.pdb,0.8677871343750978,80.18823464013116,0.8529101871899609
24,default_mul_newest_2.pdb,0.8675649995512089,82.4005166046431,0.852267949479944
25,default_struct_4.pdb,0.8687956810001689,80.06056402661581,0.8520162200928562
26,default_uniref30_22_0.pdb,0.8679692679448239,82.18504804431781,0.852014683361914
27,default_uniref30_22_1.pdb,0.8656077640951434,81.71838945171224,0.8512962392509136
28,iter_1_1.pdb,0.8666918469220004,79.50357457896696,0.8512884655147712
29,spec_pdb70_0.pdb,0.8613744112430918,81.21817095781955,0.8506925648963235
30,default_uniref30_22_2.pdb,0.863177452806669,81.46291565990427,0.8498327561863339
31,default_uniref30_22_3.pdb,0.8636084889937178,80.68422127652218,0.8497482557211069
32,iter_1_2.pdb,0.8657098456686187,78.75913838651994,0.8494868406547198
33,default_img_2.pdb,0.8625041395893572,79.81100979209101,0.8494694024417972
34,default_mul_newest_3.pdb,0.8645770084945544,80.10352453301708,0.8485115435140964
35,default_img_3.pdb,0.8638078247609752,80.03659449802662,0.8482131774247293
36,spec_comp_1.pdb,0.8643426587481308,80.487663885015,0.8481926856497727
37,default_multimer_1.pdb,0.8609487046316517,80.32057815689735,0.8456535623374631
38,default_mul_newest_4.pdb,0.8617569982036872,79.83285150169948,0.8455981647774562
39,default_img_4.pdb,0.8604924379421248,79.18946902552209,0.8453672826018527
40,spec_pdb_2.pdb,0.8642240608566344,79.76019906720362,0.8451956956552136
41,spec_pdb_3.pdb,0.8600613788433232,79.75410526412412,0.8420947495235475
42,default_multimer_2.pdb,0.8572566726050128,79.03637912685079,0.841569475695319
43,img_multimer_1.pdb,0.8600708189359,79.8242747218462,0.8414937246392309
44,iter_2_old_1.pdb,0.8567465452544305,76.86331405636207,0.8405252200005932
45,uniclust_oxmatch_a3m_0.pdb,0.8584616431960068,79.03419383868207,0.8405248214675706
46,iter_1_old_0.pdb,0.8584777789135356,77.6930095434005,0.8401293173793869
47,iter_1_old_1.pdb,0.8561583411514722,76.16359019713568,0.8398783853018277
48,iter_1_old_2.pdb,0.8552834768365905,76.51773597086886,0.839403624917489
49,spec_iter_uniref_a3m_3.pdb,0.8566382840817544,78.16381714670726,0.8392749491442317
50,default_comp_1.pdb,0.8517907600881124,77.02920116283767,0.8392339893436723
51,img_multimer_2.pdb,0.8559430740341638,79.07895416377717,0.8391912202450652
52,default_pdb_0.pdb,0.8559038935004111,76.2136714697229,0.8390937387525724
53,img_multimer_3.pdb,0.8572327687563246,78.69602285726153,0.8387854018652786
54,iter_2_old_2.pdb,0.8537211096736506,76.76296421679992,0.8387760098070447
55,img_multimer_4.pdb,0.8589955857918041,77.83906250818119,0.8379334746107534
56,iter_2_old_3.pdb,0.8540730189660318,76.38094370410603,0.8376686515684749
57,default_pdb70_0.pdb,0.853633568163867,76.22175687175924,0.8372393460027685
58,iter_1_3.pdb,0.8540062608386491,76.03020536178245,0.837151998322515
59,iter_2_old_4.pdb,0.8537231745192788,77.25320529533661,0.8367463362588363
60,default_uniref30_22_4.pdb,0.8549520664045198,78.67787883911586,0.8363836704220173
61,default_multimer_3.pdb,0.8556296020070759,77.39912426720011,0.8358833151920646
62,iter_1_old_3.pdb,0.8501732503381589,76.25475728058123,0.8331077129643603
63,default_multimer_4.pdb,0.8513784916092332,78.27590252649415,0.8327331644473349
64,spec_iter_uniref_a3m_4.pdb,0.8539848798393352,78.71266503966658,0.8319074724888632
65,iter_1_4.pdb,0.8509302959924467,76.07835141857545,0.8318737194157746
66,spec_pdb_4.pdb,0.8539851151656798,78.96604393890108,0.8316829292526184
67,spec_pdb70_1.pdb,0.848985230560646,77.27814547532275,0.8290063451996537
68,default_comp_2.pdb,0.8456043470999708,74.48268689776884,0.8283362243394278
69,iter_1_old_4.pdb,0.845025252074415,75.119425755925,0.8282581708372463
70,uniclust_oxmatch_a3m_1.pdb,0.8463867576837151,76.01107916674636,0.8275771314287109
71,spec_pdb70_2.pdb,0.8451311603245208,77.45915705545096,0.826779604257287
72,spec_comp_2.pdb,0.8393094963652623,76.17591474217141,0.8261468495294002
73,uniclust_oxmatch_a3m_2.pdb,0.8418005832692542,74.50501118006436,0.8258755471042903
74,default_pdb70_1.pdb,0.8412232443893721,74.49080231431878,0.825519610349432
75,spec_pdb70_3.pdb,0.8450716272394078,76.89183339235213,0.8235470917900447
76,uniclust_oxmatch_a3m_3.pdb,0.8404478716337989,75.14204251217056,0.8221501288311543
77,spec_comp_3.pdb,0.8434200801937504,77.02574234889562,0.8221188171404347
78,default_uniclust30_0.pdb,0.842729279745503,76.46642353973054,0.8212986845471232
79,default_pdb_1.pdb,0.8424400458206014,74.06001170726522,0.820459540078427
80,uniclust_oxmatch_a3m_4.pdb,0.8422992230419712,75.82595881840413,0.8204543590737263
81,default_pdb_2.pdb,0.8393384804872889,74.40392082035866,0.8199200509100799
82,default_pdb_3.pdb,0.8370590578700947,73.18927783157527,0.8193785264330278
83,default_uniclust30_1.pdb,0.8427612948416308,75.83531139985539,0.8192768607139317
84,default_pdb70_2.pdb,0.8386448456044386,74.69984199680121,0.8192125048874893
85,default_uniclust30_2.pdb,0.8399362886808162,76.30248003261532,0.8179673259429503
86,spec_pdb70_4.pdb,0.8387377160567749,75.33155639236114,0.8177930334762477
87,default_comp_3.pdb,0.8365180174153863,74.11074287847569,0.8176393922098839
88,default_pdb_4.pdb,0.8359660776621521,73.34712011594576,0.8176169330312097
89,default_uniclust30_3.pdb,0.8343647395921705,75.09802673574895,0.814012830959816
90,default_pdb70_3.pdb,0.8300100717606642,72.59536211470255,0.8110256464016934
91,default_comp_4.pdb,0.8258127533860117,72.09289957854422,0.8100291125668508
92,default_pdb70_4.pdb,0.8267748545038438,71.90619441813485,0.8088692226097532
93,default_uniclust30_4.pdb,0.8324865458360619,74.99525638604645,0.8068648171017827
94,spec_comp_4.pdb,0.8286635311172847,73.83612000258763,0.8033244496926952
95,spec_iter_uniref_sto_0.pdb,0.785308777031385,69.63256856179952,0.7543624756211208
96,spec_iter_uniprot_sto_0.pdb,0.7550473874128842,67.60667188065133,0.7122774733169275
97,default_af_0.pdb,0.7919195205136003,84.93294311051132,0.6859745603832377
98,default_af_1.pdb,0.7895007268731447,85.10134761002985,0.6806177166331738
99,spec_iter_uniprot_sto_1.pdb,0.7231435862440374,64.15469311244294,0.6745593565157753
100,spec_iter_uniref_sto_1.pdb,0.7128195087826339,63.90553191166951,0.6582524164659994
101,spec_iter_uniref_sto_2.pdb,0.6831882083616011,61.114267279269114,0.6249037282506894
102,spec_af_0.pdb,0.7562478277099992,86.65491959323616,0.6222885746362381
103,spec_iter_uniref_sto_3.pdb,0.6733296549848125,59.140911849609815,0.6214315064058981
104,spec_af_1.pdb,0.74304426131542,86.18485431866189,0.6001033552843242
105,spec_iter_uniprot_sto_2.pdb,0.6529611750015687,62.29817847991949,0.55582569447297
106,default_af_2.pdb,0.7149909204303093,84.35961051536613,0.5525703085672631
107,default_af_3.pdb,0.7113069405090832,84.51546247374365,0.5437667630102639
108,default_af_4.pdb,0.7029786140731795,84.12276427771798,0.5114911085568234
109,spec_iter_uniprot_sto_3.pdb,0.609188740551744,60.791803772347706,0.49104646545654024
110,spec_af_2.pdb,0.6755283325069739,76.97543503692238,0.4823259919713655
111,spec_af_3.pdb,0.6685608854420273,83.62792685599229,0.4693847940470236
112,spec_af_4.pdb,0.6578614793220795,86.23740925925797,0.4375114934046991
113,spec_iter_uniref_sto_4.pdb,0.5131333617811412,59.828752124160836,0.3277914911199612
114,spec_iter_uniprot_sto_4.pdb,0.4753820122038465,51.35271162994084,0.29071672798703396
