,model,confidence
0,unidist_prot_sto_0.pdb,0.8015660109094175
1,unidist_prot_sto_2.pdb,0.7991394500458373
2,def_uniref30_22_3.pdb,0.7970317882140344
3,def_uniref30_22_2.pdb,0.7972285166968719
4,def_uniclust30_1.pdb,0.7961423815732374
5,default_mul_newest_4.pdb,0.7964346613504015
6,Elo_full_2.pdb,0.7971474963254539
7,def_uniclust30_2.pdb,0.7960651718731354
8,default_multimer_1.pdb,0.7975101151877161
9,spec_uniref_sto_0.pdb,0.7993352999058965
10,def_uniref30_22_1.pdb,0.7973899539655909
11,default_pdb_1.pdb,0.7948782176463369
12,default_mul_newest_2.pdb,0.7967020453686924
13,default_mul_newest_1.pdb,0.7971336277853097
14,def_uniclust30_0.pdb,0.7969798257735622
15,Elo_full_1.pdb,0.7977516914437826
16,lewis_full_2.pdb,0.7968062308238878
17,lewis_full_1.pdb,0.7968866903757432
18,lewis_full_3.pdb,0.7967941449266581
19,lewis_full_0.pdb,0.7972991938880175
20,spec_uniref_sto_1.pdb,0.7988271862527744
21,lewis_full_4.pdb,0.7962415638067044
22,unidist_prot_sto_3.pdb,0.7986963537045543
23,default_mul_newest_0.pdb,0.7975720129120722
24,spec_uniref_a3m_3.pdb,0.7932794210188435
25,def_uniclust30_3.pdb,0.7954002445920902
26,spec_colab_iter_2.pdb,0.7955335343025804
27,default_multimer_3.pdb,0.7954978144186382
28,spec_uniref_a3m_2.pdb,0.7943535034036233
29,default_multimer_2.pdb,0.7957921737639506
30,default_pdb70_0.pdb,0.7965987981801314
31,default_comp_2.pdb,0.7946203965626288
32,spec_uniprot_sto_2.pdb,0.7987015853519484
33,default_comp_0.pdb,0.7962596435947298
34,avg_refine_3.pdb,0.7931017897694301
35,spec_uniref_sto_4.pdb,0.7918864046826065
36,spec_pdb_0.pdb,0.7943776889293561
37,spec_colab_iter_3.pdb,0.7941272185851931
38,spec_uniref_a3m_4.pdb,0.7931975983996213
39,spec_uniref_sto_2.pdb,0.7987491193535594
40,spec_uniref_a3m_0.pdb,0.7961952107253638
41,oxmatch_a3m_0.pdb,0.7969678638566267
42,default_comp_1.pdb,0.795818032114959
43,default_mul_newest_3.pdb,0.7965073614232083
44,Elo_full_4.pdb,0.7941247072460857
45,default_pdb_4.pdb,0.790720388855125
46,spec_comp_2.pdb,0.7915798058666097
47,unidist_prot_sto_4.pdb,0.7924516767915013
48,oxmatch_a3m_3.pdb,0.7947461342927294
49,def_uniref30_22_4.pdb,0.7969975319672621
50,spec_colab_iter_0.pdb,0.796523771232191
51,unidist_prot_sto_1.pdb,0.8007412756447692
52,spec_pdb_4.pdb,0.7916660591369746
53,spec_uniprot_sto_1.pdb,0.7993902509180083
54,avg_refine_1.pdb,0.7956214199722742
55,spec_struct_4.pdb,0.7909580712319015
56,default_pdb70_1.pdb,0.7956584541582372
57,spec_uniprot_sto_3.pdb,0.797781265131388
58,oxmatch_a3m_2.pdb,0.7951835452691113
59,spec_uniprot_sto_0.pdb,0.799718029790317
60,spec_pdb_2.pdb,0.7930739182421251
61,spec_comp_0.pdb,0.7923386184627328
62,avg_refine_4.pdb,0.7923791532026928
63,spec_colab_iter_4.pdb,0.792279621563126
64,Elo_full_0.pdb,0.7980982771729173
65,spec_pdb70_1.pdb,0.7962269898305658
66,spec_struct_1.pdb,0.7918558551715456
67,def_uniref30_22_0.pdb,0.7975218525186765
68,spec_struct_2.pdb,0.79135665296507
69,spec_uniref_sto_3.pdb,0.7971721893991097
70,default_multimer_0.pdb,0.7975568464971224
71,spec_struct_3.pdb,0.7911120597075003
72,spec_comp_1.pdb,0.791919105280852
73,spec_pdb_1.pdb,0.7936785274852955
74,spec_comp_4.pdb,0.7903972941105725
75,oxmatch_a3m_1.pdb,0.7956310792938317
76,spec_pdb70_0.pdb,0.7967237722551175
77,avg_refine_2.pdb,0.7941663455477472
