,model,ptm,plddt_avg,confidence
0,default_uniref30_22_0.pdb,0.801015763388992,87.5329323522375,0.7829033670637847
1,default_uniref30_22_1.pdb,0.8011609506438111,87.60265678559924,0.7825734415020533
2,default_uniref30_22_2.pdb,0.7985697506080505,87.47490068803387,0.7773492955805945
3,default_multimer_0.pdb,0.7958175342771199,87.3997011514302,0.7764300187725384
4,default_uniref30_22_3.pdb,0.7981335047157414,87.36159921306854,0.7757507110292079
5,default_multimer_1.pdb,0.7987842366271829,87.3279654457362,0.7756737193499728
7,default_uniref30_22_4.pdb,0.7825549459368633,87.96205038412846,0.7631832284909617
8,default_multimer_2.pdb,0.7795312774531563,87.0061998220584,0.7603055551122134
9,default_multimer_3.pdb,0.7802381342377978,87.97083676089142,0.7560812915509287
10,default_multimer_4.pdb,0.7751937487517259,87.61007369538385,0.754470359857767
14,lewis_0.pdb,0.7660406807623112,86.4263191681321,0.7458842511884731
16,lewis_1.pdb,0.7629358362679832,86.99845237571348,0.7419082083607744
17,lewis_2.pdb,0.7649972672194199,86.09320379087939,0.7370961235946408
18,lewis_3.pdb,0.716035151313415,85.85340998276939,0.6901568936965209
19,lewis_4.pdb,0.7023956863466996,81.3141573513671,0.6760094183362345
