,model,confidence
0,spec_af_0.pdb,0.4918960877342295
1,spec_af_1.pdb,0.4607989255521876
2,default_af_0.pdb,0.3810373236238675
3,default_af_1.pdb,0.3653416224751403
4,lewis_0.pdb,0.3040465357931482
5,lewis_2.pdb,0.3013038019631687
6,lewis_1.pdb,0.3013656832348381
7,spec_colab_iter_1.pdb,0.2788579046474761
8,spec_af_2.pdb,0.2902833951014708
9,spec_struct_0.pdb,0.2835637002631187
10,avg_refine_2.pdb,0.2819191091434115
11,spec_struct_1.pdb,0.2833265688136733
12,spec_af_4.pdb,0.2842006938435671
13,spec_colab_iter_0.pdb,0.2794842992724936
14,avg_refine_0.pdb,0.2834165012464362
15,lewis_3.pdb,0.2812999162367827
16,default_struct_0.pdb,0.2822956082977988
17,avg_refine_1.pdb,0.2827961590050311
18,spec_iter_uniref_a3m_0.pdb,0.2698703574135781
19,iter_1_0.pdb,0.2639061259439762
20,default_mul_newest_0.pdb,0.2706400537445602
21,spec_iter_uniprot_sto_0.pdb,0.2626267673008909
22,lewis_4.pdb,0.2674790541752665
23,Elo_0.pdb,0.2612493396670928
24,avg_refine_4.pdb,0.2709133874319769
25,default_uniclust30_0.pdb,0.2603008196537433
26,default_mul_newest_1.pdb,0.2631593773110419
27,default_af_2.pdb,0.2775828228780834
28,Elo_1.pdb,0.2578894712574421
29,avg_refine_3.pdb,0.271150863514776
30,Elo_4.pdb,0.2504353735356002
31,default_uniref30_22_0.pdb,0.2567611393313669
32,spec_af_3.pdb,0.2889217585846205
33,default_multimer_0.pdb,0.2538504277172353
34,unidist_uniref_sto_1.pdb,0.2517169476420678
35,default_multimer_1.pdb,0.2505418824151586
36,default_mul_newest_2.pdb,0.2537124820339612
37,spec_iter_uniref_a3m_1.pdb,0.2624985360495722
38,unidist_uniprot_sto_0.pdb,0.2640426274556293
39,default_uniclust30_2.pdb,0.2439216810025298
40,Elo_2.pdb,0.256074391194491
41,iter_1_1.pdb,0.256754185479001
42,unidist_uniprot_sto_1.pdb,0.2553355695971089
43,unidist_uniref_sto_0.pdb,0.2604326101568391
44,default_comp_3.pdb,0.2403143583146814
45,default_pdb70_1.pdb,0.2850687524262662
46,spec_comp_2.pdb,0.2400967089654663
47,default_uniref30_22_1.pdb,0.25669390162042
48,default_pdb_1.pdb,0.2693271214713394
49,Elo_3.pdb,0.2505967151498619
50,uniclust_oxmatch_a3m_0.pdb,0.2560970415606733
51,spec_iter_uniref_a3m_4.pdb,0.2358435596580195
52,default_af_3.pdb,0.2536310216284115
53,spec_iter_uniprot_sto_3.pdb,0.2434162282383888
54,spec_comp_3.pdb,0.2321445488778211
55,spec_iter_uniprot_sto_1.pdb,0.2559369206649918
56,default_pdb_0.pdb,0.275871213360923
57,default_mul_newest_3.pdb,0.2480982733999273
58,default_pdb70_0.pdb,0.3259490513068893
59,default_uniref30_22_2.pdb,0.245125320447118
60,unidist_uniref_sto_2.pdb,0.2489622487250632
61,spec_comp_0.pdb,0.2479354210312503
62,spec_iter_uniprot_sto_4.pdb,0.2392718935311996
63,spec_pdb70_0.pdb,0.2916873343402801
64,default_comp_4.pdb,0.2396509499310053
65,default_multimer_2.pdb,0.2453437407832911
66,spec_pdb_1.pdb,0.2500552011377011
67,spec_pdb70_2.pdb,0.2459140468793699
68,spec_pdb70_1.pdb,0.2561160141872786
69,uniclust_oxmatch_a3m_1.pdb,0.2342631935951783
70,default_struct_2.pdb,0.2451363742572975
71,iter_2_0.pdb,0.2627354441447806
72,default_uniclust30_1.pdb,0.2496875809024238
73,default_pdb70_2.pdb,0.2486103885978091
74,spec_colab_iter_4.pdb,0.2329742405710626
75,iter_1_2.pdb,0.249891819442722
76,default_comp_2.pdb,0.2446893120712405
77,unidist_uniprot_sto_2.pdb,0.2381504063826335
78,default_struct_3.pdb,0.241701599866102
79,default_struct_1.pdb,0.2536213375999864
80,iter_2_1.pdb,0.2490616240129684
81,default_comp_0.pdb,0.2484774613550828
82,default_comp_1.pdb,0.2468101898349538
83,spec_colab_iter_2.pdb,0.2414103859833537
84,spec_pdb70_4.pdb,0.2378288581974705
85,spec_iter_uniprot_sto_2.pdb,0.2437145643437156
86,default_uniref30_22_3.pdb,0.2427914220600043
87,spec_iter_uniref_sto_0.pdb,0.2388884781467093
88,default_pdb70_4.pdb,0.2336308752111032
89,spec_iter_uniref_sto_4.pdb,0.2331422329664974
90,spec_colab_iter_3.pdb,0.238341200399679
91,spec_comp_4.pdb,0.2314603849608884
92,uniclust_oxmatch_a3m_2.pdb,0.2326310179984501
93,default_mul_newest_4.pdb,0.2467483846064513
94,iter_2_2.pdb,0.2401941459063968
95,spec_iter_uniref_a3m_2.pdb,0.2368358286518311
96,spec_comp_1.pdb,0.2442180377312504
97,unidist_uniref_sto_4.pdb,0.2326710212564401
98,unidist_uniprot_sto_3.pdb,0.2363354816567563
99,spec_iter_uniref_sto_2.pdb,0.2346211473998765
100,iter_2_4.pdb,0.2268692011412935
101,spec_iter_uniref_sto_3.pdb,0.2336572243353554
102,default_pdb70_3.pdb,0.2359293251163645
103,default_uniclust30_3.pdb,0.2403647679294925
104,spec_iter_uniref_a3m_3.pdb,0.2364824814315872
105,iter_1_3.pdb,0.2344086874594764
106,default_multimer_3.pdb,0.2388088371987596
107,default_uniclust30_4.pdb,0.2357310841559682
108,spec_pdb70_3.pdb,0.2429198840216158
109,spec_struct_3.pdb,0.2396925673497316
110,default_pdb_2.pdb,0.2316013681964977
111,spec_pdb_0.pdb,0.2545002002415543
112,spec_struct_2.pdb,0.2398575022394567
113,iter_1_4.pdb,0.229374979372711
114,spec_iter_uniref_sto_1.pdb,0.2380267050972535
115,unidist_uniref_sto_3.pdb,0.2350147472771559
116,iter_2_3.pdb,0.236050997378872
117,unidist_uniprot_sto_4.pdb,0.2314866888298475
118,default_multimer_4.pdb,0.2364672453764589
119,uniclust_oxmatch_a3m_3.pdb,0.2323754164695573
120,spec_pdb_2.pdb,0.2396447279146653
121,default_pdb_3.pdb,0.2306916892364368
122,spec_pdb_3.pdb,0.235781339850928
123,spec_struct_4.pdb,0.2291396933182894
124,spec_pdb_4.pdb,0.2309769082961661
125,default_struct_4.pdb,0.2290042506178594
126,default_pdb_4.pdb,0.2298580597954106
127,default_af_4.pdb,0.228906771442541
128,uniclust_oxmatch_a3m_4.pdb,0.231610714028718
129,default_uniref30_22_4.pdb,0.2426559601855996
