,model,score
0,unidist_uniprot_sto_4.pdb,0.8281271014492753
1,default_struct_4.pdb,0.8271447826086957
2,default_struct_3.pdb,0.8254324637681159
3,unidist_uniprot_sto_3.pdb,0.8232947826086955
4,iter_2_3.pdb,0.8162662318840579
5,default_multimer_2.pdb,0.8143623188405797
6,default_uniclust30_3.pdb,0.8142531884057971
7,iter_1_2.pdb,0.8137388405797101
8,spec_iter_uniref_sto_4.pdb,0.8126671014492753
9,iter_1_3.pdb,0.8110892753623189
10,default_uniref30_22_3.pdb,0.8107301449275363
11,spec_iter_uniref_sto_1.pdb,0.8106385507246378
12,lewis_3.pdb,0.8100771014492752
13,default_mul_newest_3.pdb,0.8099371014492752
14,default_multimer_3.pdb,0.8087089855072463
15,lewis_2.pdb,0.8086698550724638
16,default_uniclust30_1.pdb,0.8086397101449275
17,default_multimer_0.pdb,0.808295652173913
18,unidist_uniprot_sto_1.pdb,0.8076566666666666
19,spec_iter_uniref_sto_0.pdb,0.8075611594202898
20,unidist_uniprot_sto_2.pdb,0.807045072463768
21,default_uniclust30_0.pdb,0.8064718840579711
22,lewis_4.pdb,0.8053811594202899
23,default_uniref30_22_2.pdb,0.8050239130434782
24,default_mul_newest_4.pdb,0.8043043478260868
25,iter_2_0.pdb,0.8033420289855072
26,default_uniclust30_2.pdb,0.8031444927536232
27,default_pdb70_0.pdb,0.8026321739130434
28,default_pdb70_4.pdb,0.7907778260869566
29,default_pdb70_2.pdb,0.78723115942029
30,default_uniref30_22_4.pdb,0.7859368115942027
31,default_mul_newest_1.pdb,0.7840436231884057
32,default_comp_4.pdb,0.7837492753623188
33,default_pdb_4.pdb,0.783385652173913
34,default_comp_2.pdb,0.7815705797101448
35,lewis_1.pdb,0.7796415942028985
36,default_pdb_2.pdb,0.7778897101449276
37,iter_2_1.pdb,0.7747694202898551
38,iter_2_2.pdb,0.7728310144927536
39,default_struct_0.pdb,0.7723407246376812
40,iter_1_1.pdb,0.7714002898550725
41,default_struct_2.pdb,0.770751304347826
42,iter_1_0.pdb,0.7704656521739132
43,spec_iter_uniref_sto_3.pdb,0.7704197101449275
44,default_multimer_1.pdb,0.770048695652174
45,default_comp_3.pdb,0.766783768115942
46,default_pdb_3.pdb,0.7645427536231884
47,default_pdb70_1.pdb,0.7619211594202898
48,default_af_3.pdb,0.7610778260869563
49,default_af_4.pdb,0.7576814492753624
50,default_af_2.pdb,0.7563798550724637
51,default_af_0.pdb,0.7485823188405797
52,default_af_1.pdb,0.7483704347826087
53,iter_1_4.pdb,0.7433540579710146
54,default_comp_1.pdb,0.7387755072463769
55,unidist_uniprot_sto_0.pdb,0.738068115942029
56,default_pdb70_3.pdb,0.7364656521739129
57,spec_iter_uniref_sto_2.pdb,0.7350036231884057
58,default_mul_newest_0.pdb,0.7348123188405798
59,default_struct_1.pdb,0.7347568115942029
60,default_mul_newest_2.pdb,0.7338421739130435
61,lewis_0.pdb,0.7334955072463767
62,default_comp_0.pdb,0.7318255072463767
63,default_uniref30_22_0.pdb,0.7296411594202901
64,default_uniref30_22_1.pdb,0.7291127536231883
65,default_pdb_1.pdb,0.7265091304347825
66,default_pdb_0.pdb,0.7261271014492755
67,default_multimer_4.pdb,0.7244153623188407
68,default_uniclust30_4.pdb,0.72267
69,iter_2_4.pdb,0.7170753623188405
