,model,score
0,spec_pdb_v2_3.pdb,0.8772329757785468
1,unidist_uniref_sto_v2_3.pdb,0.8771636678200692
2,unidist_uniref_sto_v2_2.pdb,0.8769749480968858
3,str_struct_v2_1.pdb,0.876278339100346
4,spec_pdb_v2_2.pdb,0.8762729411764706
5,spec_colab_iter_v2_2.pdb,0.8760384429065745
6,spec_pdb70_v2_2.pdb,0.8760087197231834
7,spec_iter_uniref_a3m_v2_3.pdb,0.8758699653979238
8,spec_struct_v2_2.pdb,0.8758319031141869
9,spec_iter_uniprot_sto_v2_3.pdb,0.8758267128027681
10,str_struct_v2_2.pdb,0.8757796539792387
11,str_comp_v2_3.pdb,0.875504429065744
12,str_pdb_v2_3.pdb,0.8752303114186851
13,str_pdb70_v2_3.pdb,0.8751938408304498
14,spec_pdb70_v2_3.pdb,0.875143910034602
15,unidist_uniprot_sto_v2_2.pdb,0.8750793079584775
16,spec_comp_v2_3.pdb,0.8749485467128028
17,spec_pdb_v1_0.pdb,0.8746676816608997
18,str_iter_uniref_sto_v2_3.pdb,0.8745738062283737
19,uniclust_oxmatch_a3m_v2_2.pdb,0.8745579584775086
20,unidist_uniprot_sto_v2_3.pdb,0.8744884429065743
21,spec_colab_iter_v2_3.pdb,0.8743458131487889
22,spec_pdb_v1_1.pdb,0.87413276816609
23,default_comp_v2_2.pdb,0.8740608996539793
24,spec_comp_v2_2.pdb,0.8738661937716262
25,str_iter_uniprot_sto_v1_3.pdb,0.8738506574394465
26,str_iter_uniprot_sto_v2_2.pdb,0.8737029065743944
27,str_iter_uniprot_sto_v2_3.pdb,0.8736612456747403
28,spec_iter_uniprot_sto_v2_2.pdb,0.8736419031141869
29,str_iter_uniref_sto_v2_2.pdb,0.8736333910034603
30,spec_iter_uniref_a3m_v1_1.pdb,0.8735705882352941
31,str_pdb70_v2_2.pdb,0.8733645674740484
32,unidist_uniprot_sto_v1_1.pdb,0.8732546020761245
33,uniclust_oxmatch_a3m_v2_3.pdb,0.8731785467128028
34,spec_iter_uniref_sto_v2_2.pdb,0.8731470588235294
35,str_iter_uniprot_sto_v1_0.pdb,0.8731391349480969
36,spec_colab_iter_v1_2.pdb,0.8730593771626298
37,spec_iter_uniref_sto_v1_3.pdb,0.8729094117647059
38,spec_struct_v2_1.pdb,0.8728235640138409
39,str_comp_v2_2.pdb,0.8726307612456747
40,unidist_uniref_sto_v1_0.pdb,0.8724634602076125
41,default_pdb70_v2_2.pdb,0.872365570934256
42,default_struct_v2_3.pdb,0.872363356401384
43,spec_iter_uniref_sto_v1_2.pdb,0.8722857439446366
44,spec_colab_iter_v1_0.pdb,0.8720315916955017
45,default_pdb70_v2_3.pdb,0.8719707612456747
46,spec_iter_uniprot_sto_v1_3.pdb,0.8719270934256056
47,default_pdb_v2_2.pdb,0.871552802768166
48,str_iter_uniref_sto_v1_1.pdb,0.8712856055363322
49,spec_comp_v1_1.pdb,0.8710123875432526
50,str_struct_v1_0.pdb,0.870926955017301
51,str_pdb_v2_2.pdb,0.870776920415225
52,default_struct_v2_2.pdb,0.8707401038062283
53,unidist_uniref_sto_v1_2.pdb,0.8706491349480968
54,spec_iter_uniref_a3m_v2_2.pdb,0.8706482352941177
55,default_comp_v2_3.pdb,0.8705029065743944
56,str_comp_v1_0.pdb,0.8704031487889273
57,uniclust_oxmatch_a3m_v1_3.pdb,0.8699413494809689
58,str_comp_v1_2.pdb,0.869938615916955
59,spec_pdb70_v1_1.pdb,0.8697584083044982
60,default_multimer_v2_3.pdb,0.8695101038062284
61,str_pdb_v1_1.pdb,0.8695037370242215
62,spec_iter_uniref_sto_v2_3.pdb,0.8693962975778547
63,default_pdb_v2_4.pdb,0.8693880276816609
64,spec_pdb70_v1_2.pdb,0.8691499307958477
65,str_pdb70_v1_3.pdb,0.8687994463667821
66,str_pdb_v1_2.pdb,0.8682242560553634
67,spec_struct_v1_0.pdb,0.8677556055363322
68,spec_iter_uniref_a3m_v1_0.pdb,0.8677538062283736
69,spec_iter_uniprot_sto_v1_2.pdb,0.8674362975778548
70,default_uniref30_v1_2.pdb,0.8673209688581315
71,default_comp_v1_3.pdb,0.8671017993079585
72,uniclust_oxmatch_a3m_v1_0.pdb,0.8668240484429066
73,default_uniref30_v1_4.pdb,0.8654182006920416
74,str_pdb70_v1_2.pdb,0.8653360899653979
75,default_multimer_v2_2.pdb,0.8650474394463668
76,str_iter_uniref_sto_v1_2.pdb,0.8643470934256056
77,default_comp_v1_2.pdb,0.8629773010380622
78,default_multimer_v1_1.pdb,0.8629639792387543
79,spec_comp_v1_2.pdb,0.8613292387543253
80,unidist_uniprot_sto_v1_2.pdb,0.8611852595155709
81,default_uniref30_v1_3.pdb,0.86111
82,iter_1_v1_3.pdb,0.8605302076124568
83,default_multimer_v1_3.pdb,0.8603177162629758
84,default_pdb70_v1_1.pdb,0.8600257785467128
85,str_struct_v1_2.pdb,0.8587037024221453
86,iter_1_v1_2.pdb,0.8578962975778547
87,default_af_v2_1.pdb,0.8574351557093426
88,default_pdb_v1_0.pdb,0.8565846712802768
89,iter_4_v1_3.pdb,0.8563007958477509
90,default_af_v2_0.pdb,0.856185294117647
91,default_struct_v1_1.pdb,0.8558182698961938
92,iter_1_v1_0.pdb,0.8557995847750864
93,default_uniclust30_v2_1.pdb,0.8549905190311419
94,default_pdb_v1_2.pdb,0.8549717301038063
