,model,confidence
0,str_comp_0.pdb,0.8469686186306544
1,default_mul_newest_1.pdb,0.8470683115252142
2,default_mul_newest_0.pdb,0.8477575302758322
3,str_pdb70_0.pdb,0.8475968169580064
4,str_iter_uniprot_sto_1.pdb,0.8467858574725916
5,default_multimer_1.pdb,0.8443685293323523
6,default_comp_0.pdb,0.8459581398127671
7,default_uniref30_22_0.pdb,0.8458664578665527
8,str_iter_uniprot_sto_0.pdb,0.8468579854071848
9,str_iter_uniref_sto_0.pdb,0.8481905441808225
10,str_pdb70_1.pdb,0.8456829418708115
11,str_pdb_1.pdb,0.8453090942524644
12,str_pdb_0.pdb,0.846827428550225
13,str_struct_v2_0.pdb,0.8436127113006069
14,default_struct_v2_1.pdb,0.8445634368981864
15,default_struct_v2_0.pdb,0.8450899425208371
16,default_pdb_0.pdb,0.8444078890365967
17,default_uniclust30_1.pdb,0.840340306164865
18,default_multimer_0.pdb,0.8449142024340226
19,default_uniref30_22_3.pdb,0.8421698209972631
20,default_pdb70_2.pdb,0.8390390319528503
21,default_mul_newest_3.pdb,0.8428607652006604
22,default_pdb70_0.pdb,0.8472159131294406
23,default_pdb_1.pdb,0.8401925470150786
24,str_comp_1.pdb,0.8452221732800508
25,default_mul_newest_4.pdb,0.8427596683957409
26,str_iter_uniref_a3m_0.pdb,0.8361384539651108
27,str_comp_2.pdb,0.8378843350114857
28,default_uniref30_22_1.pdb,0.8446783395741978
29,default_comp_1.pdb,0.8428530781179078
30,str_struct_v2_1.pdb,0.8421797625826879
31,str_iter_uniprot_sto_3.pdb,0.8363437197113827
32,str_pdb70_2.pdb,0.8363623908917817
33,default_mul_newest_2.pdb,0.8463850380074235
34,default_uniref30_22_4.pdb,0.8391027105398978
35,default_struct_v2_2.pdb,0.8370881410084776
36,str_iter_uniprot_sto_2.pdb,0.8391019631215192
37,str_pdb70_4.pdb,0.8347274784525663
38,unidist_uniprot_sto_0.pdb,0.8342447445802605
39,str_pdb_4.pdb,0.8345371083313833
40,str_iter_uniref_sto_2.pdb,0.8358965925040143
41,default_uniref30_22_2.pdb,0.8445391759793401
42,default_pdb_4.pdb,0.8374998468278823
43,default_comp_2.pdb,0.8396991878443711
44,default_pdb70_1.pdb,0.8390501922381581
45,default_multimer_4.pdb,0.8357188479176894
46,default_pdb_2.pdb,0.8378342139878191
