,model,avg_tmscore
0,default_multimer_3.pdb,0.6159248804525533
1,default_multimer_2.pdb,0.6156323189464407
2,default_uniref30_22_4.pdb,0.6156232469006011
3,spec_colab_iter_0.pdb,0.6156216568315508
4,default_uniclust30_2.pdb,0.61548246165793
5,default_uniref30_22_3.pdb,0.6153754039642986
6,default_multimer_1.pdb,0.6153714982206416
7,default_uniclust30_1.pdb,0.6152432612609094
8,default_uniref30_22_0.pdb,0.6152214511533899
9,default_uniref30_22_1.pdb,0.6151964021540328
10,default_uniclust30_0.pdb,0.615137829759185
11,unidist_uniprot_sto_4.pdb,0.6149971874357433
12,unidist_uniprot_sto_3.pdb,0.6149485809487267
13,default_multimer_0.pdb,0.6148753610107827
14,spec_iter_uniprot_sto_3.pdb,0.6148698799969722
15,spec_iter_uniref_sto_4.pdb,0.6147639850836312
16,spec_iter_uniref_a3m_1.pdb,0.6147571219266065
17,unidist_uniref_sto_0.pdb,0.6147408101444112
18,unidist_uniprot_sto_2.pdb,0.6146828321047803
19,unidist_uniref_sto_2.pdb,0.614666065463509
20,iter_1_1.pdb,0.6146520576998601
21,unidist_uniprot_sto_1.pdb,0.6145980761514238
22,uniclust_oxmatch_a3m_3.pdb,0.6145662809460997
23,uniclust_oxmatch_a3m_4.pdb,0.6145214921429921
24,spec_iter_uniref_sto_3.pdb,0.6144873558939111
25,default_uniclust30_3.pdb,0.6144694635838397
26,unidist_uniref_sto_1.pdb,0.6143572289830183
27,uniclust_oxmatch_a3m_0.pdb,0.6143344739035633
28,iter_2_0.pdb,0.6143196344699725
29,default_uniref30_22_2.pdb,0.6142473944742259
30,uniclust_oxmatch_a3m_1.pdb,0.6141792480715084
31,iter_1_0.pdb,0.6140806599256133
32,spec_iter_uniprot_sto_2.pdb,0.6140268805932626
33,uniclust_oxmatch_a3m_2.pdb,0.6139334947244747
34,spec_iter_uniref_a3m_0.pdb,0.6138162464580187
35,unidist_uniprot_sto_0.pdb,0.6136823030965065
36,spec_iter_uniref_sto_0.pdb,0.6136130698030846
37,spec_iter_uniref_sto_2.pdb,0.6134614412502477
38,spec_iter_uniref_sto_1.pdb,0.6134318849900151
39,spec_struct_0.pdb,0.6134060970372952
40,spec_iter_uniprot_sto_1.pdb,0.6132181960452658
41,default_struct_1.pdb,0.6130638148535105
42,spec_iter_uniprot_sto_0.pdb,0.6130135203237922
43,lewis_1.pdb,0.612874621850425
44,spec_comp_0.pdb,0.6128035326736327
45,default_struct_0.pdb,0.6126261390679637
46,spec_comp_1.pdb,0.6126149215696514
47,lewis_2.pdb,0.6124950404161467
48,lewis_3.pdb,0.612467217806684
49,lewis_4.pdb,0.6123209545465014
50,lewis_0.pdb,0.612278287876378
51,default_pdb70_0.pdb,0.6116744962335543
52,default_comp_4.pdb,0.6113628926362428
53,iter_2_1.pdb,0.6112528157878847
54,default_comp_2.pdb,0.6112470840492776
55,default_comp_1.pdb,0.6109755571037656
56,default_comp_3.pdb,0.6104608303624813
57,default_comp_0.pdb,0.6103447094181473
58,spec_pdb_0.pdb,0.6094234063356923
59,default_pdb_1.pdb,0.6075894735789565
60,default_pdb_0.pdb,0.6067953329527456
61,default_pdb_2.pdb,0.6067538748977369
62,spec_pdb_1.pdb,0.6056034718848846
63,default_multimer_4.pdb,0.6052620943691909
64,iter_1_2.pdb,0.6050219376073814
65,default_struct_2.pdb,0.6036506970946321
66,default_pdb70_2.pdb,0.5930812037018857
67,default_pdb70_1.pdb,0.5914092904302453
68,spec_af_0.pdb,0.5906221736928107
69,spec_af_2.pdb,0.5812447238016247
70,spec_af_1.pdb,0.5812128405029354
71,default_af_2.pdb,0.5775165489027417
72,spec_colab_iter_2.pdb,0.5763959948890212
73,spec_pdb70_2.pdb,0.5762922219632157
74,spec_af_3.pdb,0.5734756081815475
75,default_af_0.pdb,0.5725762228704135
76,spec_pdb_3.pdb,0.5716375943615359
77,spec_pdb70_3.pdb,0.570747587773056
78,spec_iter_uniref_a3m_2.pdb,0.5704761731149411
79,default_struct_3.pdb,0.5703552276797575
80,spec_iter_uniref_a3m_4.pdb,0.5702463406635042
81,default_af_1.pdb,0.5692367642891095
82,default_af_3.pdb,0.5673320619610296
83,default_af_4.pdb,0.5659571690434116
84,spec_pdb_2.pdb,0.5602773120707066
85,spec_af_4.pdb,0.5593975353590505
86,default_pdb70_4.pdb,0.548341953700779
87,spec_pdb70_1.pdb,0.5473669746281363
88,default_uniclust30_4.pdb,0.5268572623061414
89,spec_struct_2.pdb,0.5169580557276011
90,default_struct_4.pdb,0.4726179697363041
91,default_pdb_3.pdb,0.4597185392965007
92,spec_colab_iter_4.pdb,0.4588090963675984
93,unidist_uniref_sto_4.pdb,0.4568890072312288
94,iter_1_4.pdb,0.4562048490593141
95,spec_comp_4.pdb,0.45616866078842977
96,unidist_uniref_sto_3.pdb,0.45593196642161954
97,spec_comp_3.pdb,0.4554922883436455
98,spec_comp_2.pdb,0.45476329306789853
99,spec_colab_iter_3.pdb,0.45360221193560024
100,spec_pdb70_4.pdb,0.45320985948283404
101,iter_2_2.pdb,0.45312727788759116
102,spec_struct_4.pdb,0.45312714831834416
103,spec_struct_1.pdb,0.4528054351567692
104,iter_2_3.pdb,0.45277375730646424
105,spec_colab_iter_1.pdb,0.45257398270682825
106,default_pdb70_3.pdb,0.45202216920913624
107,spec_iter_uniref_a3m_3.pdb,0.4515975267284386
108,spec_struct_3.pdb,0.45149551973330404
109,iter_2_4.pdb,0.45117998924324115
110,iter_1_3.pdb,0.4509322665732928
111,spec_pdb_4.pdb,0.44887322643247435
112,spec_pdb70_0.pdb,0.44866204286152866
113,spec_iter_uniprot_sto_4.pdb,0.448264787966847
114,default_pdb_4.pdb,0.4435010961612253
