,model,ptm,plddt_avg,confidence
0,spec_iter_uniref_sto_0.pdb,0.8638719338015765,94.28659615538223,0.848942351695618
1,default_pdb70_0.pdb,0.8626749655720278,94.64849708639144,0.8484162835501966
2,spec_iter_uniref_sto_1.pdb,0.8639332957847047,94.31574441000384,0.847969764625691
3,spec_iter_uniref_sto_2.pdb,0.8667636137743036,94.79360936620644,0.8473192258981713
4,default_uniref30_22_0.pdb,0.8627067722188588,94.38257354637875,0.8470058663151097
5,default_uniref30_22_1.pdb,0.8619577293731746,94.32290942976121,0.8461584926672375
6,default_pdb70_1.pdb,0.860561665073234,94.52289590926856,0.8455295197517074
7,unidist_uniprot_sto_0.pdb,0.8613953105624896,94.20633731619395,0.8454296015106912
8,default_mul_newest_0.pdb,0.8615130107612482,94.36498742345556,0.8451782926124548
9,unidist_uniprot_sto_1.pdb,0.860511380986523,94.15308207751389,0.8430230296763086
10,default_struct_0.pdb,0.8599002542482832,95.160499418527,0.8424910581586166
11,default_struct_1.pdb,0.8589580260735856,95.12819716451843,0.8418559591575883
12,default_mul_newest_1.pdb,0.8613494765354307,94.24974419133102,0.8406295087256653
13,default_struct_2.pdb,0.8561928673139909,95.19989270439604,0.8399594863961479
14,default_mul_newest_2.pdb,0.8586076871591848,94.17419179966323,0.8388187244740734
15,default_uniclust30_0.pdb,0.8575195700987865,94.12782968330743,0.8385994798156557
16,default_multimer_0.pdb,0.8556408329044121,94.17656973023077,0.8378247150427964
17,spec_iter_uniref_sto_3.pdb,0.8600950753410973,94.450430185425,0.8377223594133123
18,default_struct_3.pdb,0.8565544209421726,94.83371111423035,0.8371384922969551
19,default_multimer_1.pdb,0.8582861771297627,94.53302859201283,0.8360937664928472
20,default_multimer_2.pdb,0.8584663754791992,94.5678754219388,0.8360433079022364
21,default_pdb70_2.pdb,0.8504973092677638,94.2887517335347,0.835858166992713
22,default_comp_0.pdb,0.8524942921958246,94.0991620961322,0.8356279477946337
23,iter_2_0.pdb,0.8553467068992275,94.85678615067965,0.8355351979319696
24,default_struct_4.pdb,0.8538625981291288,94.83454175671483,0.8353733210937213
25,default_uniref30_22_2.pdb,0.8542999783790798,94.10530273062726,0.8340410145051618
26,iter_2_1.pdb,0.8528443763450463,94.98444102003873,0.833276490167691
27,default_multimer_3.pdb,0.8522303633018167,94.03835323667607,0.8331233607157833
28,default_uniclust30_1.pdb,0.8520202270741033,94.06628097532843,0.8330388949631605
29,default_mul_newest_3.pdb,0.8498410737448712,94.44079805083868,0.8325089843260007
30,default_pdb_0.pdb,0.845402676577518,94.04951899150772,0.8319534696569343
31,default_uniref30_22_3.pdb,0.8522268000057998,94.05781884144825,0.8316730630956424
32,unidist_uniprot_sto_2.pdb,0.8544894114537888,94.33048083171428,0.8314305475434434
33,unidist_uniprot_sto_3.pdb,0.8555008061933423,94.33421132072954,0.8312062002859097
34,default_comp_1.pdb,0.8487568572145293,93.98033046116056,0.8310856953259625
35,default_pdb_1.pdb,0.8451184705407755,93.97037120732662,0.8301982775432137
36,default_mul_newest_4.pdb,0.8540032844333971,94.36232458734142,0.8295505233722752
37,default_uniref30_22_4.pdb,0.8541174309023162,94.39188156648459,0.8294289663745551
38,default_pdb_2.pdb,0.8491965739770676,94.06799188854353,0.8283215325841098
39,default_uniclust30_2.pdb,0.8509417368471345,94.32012231553755,0.8261815228760188
40,default_pdb_3.pdb,0.8468509115510434,93.95244611868229,0.8247257788525671
41,default_comp_2.pdb,0.8403813182844064,93.75889735400557,0.8246250021364956
42,default_comp_3.pdb,0.8391329647539382,93.64600902015397,0.8235461116122866
43,default_comp_4.pdb,0.841846065111131,93.62846751100555,0.8231989535465182
44,default_pdb70_3.pdb,0.8457022582999103,94.06232974373121,0.8229065115354703
45,default_pdb_4.pdb,0.843982109932925,94.05488578466878,0.819502331715589
46,default_pdb70_4.pdb,0.8403632186559784,94.06435633528521,0.8178924946528265
47,unidist_uniprot_sto_4.pdb,0.8434237198495883,94.02769619939176,0.8178341141633991
48,spec_iter_uniref_sto_4.pdb,0.8419506324723857,93.94813800623565,0.8163318589010934
49,iter_2_2.pdb,0.8316194583667941,94.50624720504034,0.8143769655564155
50,default_multimer_4.pdb,0.8363358971155601,93.95953051157692,0.8099296092326824
51,default_uniclust30_3.pdb,0.8340928984340181,93.88912592426065,0.8077379789482784
52,iter_2_3.pdb,0.8299348851424214,94.56643925020002,0.8049664119955253
53,iter_2_4.pdb,0.8278922800098045,94.50877511554135,0.8047362280661698
54,default_uniclust30_4.pdb,0.8235572977421176,93.69150903051816,0.793679984481285
55,default_af_0.pdb,0.8099049824217767,94.28703044514155,0.7914119580932422
56,iter_1_0.pdb,0.8132987507923939,94.33340942014118,0.7841961480924388
57,iter_1_1.pdb,0.7237449832908246,91.25267007331132,0.6475832213590926
58,iter_1_2.pdb,0.7234657940834732,91.32198519763631,0.6471915947908158
59,default_af_1.pdb,0.7150482241417822,91.55260327287763,0.6431987584452998
60,default_af_2.pdb,0.7114046699582002,91.51462363414474,0.6404373861705952
61,iter_1_3.pdb,0.70404552356979,91.5980490242048,0.6286763646932061
62,default_af_3.pdb,0.6966691329505623,90.90865507436504,0.627498442221216
63,iter_1_4.pdb,0.7021235482646679,91.77453974517118,0.6263984492769571
64,default_af_4.pdb,0.6913446538172924,91.12392812574242,0.6209322761003726
