,model,avg_tmscore
0,default_img_0.pdb,0.2688999534417908
1,default_multimer_1.pdb,0.2687130415847665
2,unidist_uniprot_sto_3.pdb,0.26838361561590124
3,default_af_4.pdb,0.2680421698408435
4,default_uniclust30_4.pdb,0.26801574391192773
5,default_multimer_0.pdb,0.2675431174152085
6,default_pdb70_0.pdb,0.2673056047900528
7,unidist_uniprot_sto_0.pdb,0.2671481671333031
8,default_pdb70_4.pdb,0.26677892213591486
9,default_pdb70_3.pdb,0.26625775543521957
10,default_img_1.pdb,0.2643912573995441
11,default_multimer_2.pdb,0.2641903671672026
12,unidist_uniprot_sto_1.pdb,0.26393731571135787
13,default_img_3.pdb,0.2620386742169129
14,default_img_2.pdb,0.2616192826355256
15,default_multimer_4.pdb,0.2614934809178393
16,default_multimer_3.pdb,0.26107691285999834
17,unidist_uniprot_sto_2.pdb,0.26041756924171006
18,default_uniclust30_0.pdb,0.25783718287097995
19,default_img_4.pdb,0.25504085061996107
20,unidist_uniprot_sto_4.pdb,0.25350483731772566
21,default_uniclust30_1.pdb,0.25264598738824895
22,default_pdb70_1.pdb,0.24883076435191737
23,default_uniclust30_3.pdb,0.24711775813644446
24,default_pdb70_2.pdb,0.22954375395576102
25,default_af_1.pdb,0.22914400918072
26,default_af_3.pdb,0.22596054526986137
27,default_af_0.pdb,0.2257316774133933
28,default_af_2.pdb,0.22387267494320517
29,default_uniclust30_2.pdb,0.22342220076333602
