,model,score
0,default_uniref30_22_2.pdb,0.7796024468085107
1,default_uniclust30_0.pdb,0.7782613829787236
2,default_uniclust30_4.pdb,0.7780602127659574
3,lewis_0.pdb,0.7778935106382977
4,default_mul_newest_2.pdb,0.7778529787234043
5,avg_refine_1.pdb,0.7773428723404257
6,lewis_2.pdb,0.7773384042553192
7,iter_1_old_1.pdb,0.777281595744681
8,default_mul_newest_1.pdb,0.7758902127659576
9,default_multimer_1.pdb,0.775757659574468
10,lewis_1.pdb,0.775516595744681
11,lewis_3.pdb,0.7747250000000002
12,lewis_4.pdb,0.774488404255319
13,default_uniclust30_1.pdb,0.7739144680851064
14,default_mul_newest_4.pdb,0.7735585106382978
15,default_uniref30_22_0.pdb,0.7735378723404255
16,spec_iter_uniprot_sto_0.pdb,0.7729095744680851
17,default_mul_newest_3.pdb,0.7728450000000001
18,avg_refine_0.pdb,0.7726331914893616
19,default_mul_newest_0.pdb,0.7723274468085107
20,iter_1_old_3.pdb,0.7688678723404258
21,default_uniref30_22_1.pdb,0.7679144680851061
22,default_uniref30_22_4.pdb,0.7677736170212768
23,avg_refine_2.pdb,0.7677284042553192
24,default_uniref30_22_3.pdb,0.7674501063829787
25,iter_2_old_0.pdb,0.7623821276595747
26,default_struct_0.pdb,0.7562190425531914
27,iter_1_old_0.pdb,0.755227659574468
28,default_img_3.pdb,0.7541918085106385
29,default_multimer_4.pdb,0.7485611702127659
30,iter_1_old_2.pdb,0.7440409574468083
31,default_multimer_0.pdb,0.7431564893617019
32,default_img_0.pdb,0.7398987234042551
33,spec_iter_uniref_sto_0.pdb,0.7387170212765958
34,iter_1_0.pdb,0.733635319148936
35,uniclust_oxmatch_a3m_1.pdb,0.714631170212766
36,default_af_0.pdb,0.712487659574468
37,uniclust_oxmatch_a3m_0.pdb,0.7045251063829788
38,spec_iter_uniprot_sto_1.pdb,0.7022852127659575
39,default_af_4.pdb,0.702135425531915
40,iter_2_old_1.pdb,0.7018582978723404
41,spec_iter_uniref_sto_1.pdb,0.7014764893617021
42,iter_2_old_2.pdb,0.6980903191489362
43,avg_refine_4.pdb,0.6968355319148936
44,default_struct_3.pdb,0.6929717021276596
45,spec_iter_uniref_sto_2.pdb,0.6926870212765959
46,default_multimer_2.pdb,0.6912384042553191
47,iter_1_3.pdb,0.6911724468085105
48,default_struct_2.pdb,0.6904844680851064
49,iter_2_old_3.pdb,0.6889636170212766
50,spec_iter_uniprot_sto_3.pdb,0.6876065957446806
51,default_uniclust30_3.pdb,0.6871231914893619
52,default_struct_1.pdb,0.6870745744680851
53,avg_refine_3.pdb,0.6829582978723403
54,iter_1_4.pdb,0.6795018085106382
55,iter_1_1.pdb,0.6776546808510638
56,uniclust_oxmatch_a3m_3.pdb,0.6727040425531914
57,default_uniclust30_2.pdb,0.6646017021276596
58,default_af_1.pdb,0.6618324468085105
59,spec_iter_uniprot_sto_4.pdb,0.6559281914893617
60,default_multimer_3.pdb,0.6541424468085105
61,default_af_2.pdb,0.6517698936170212
62,spec_af_0.pdb,0.6499698936170213
63,default_img_4.pdb,0.6457494680851065
64,default_img_2.pdb,0.6410755319148936
65,iter_1_old_4.pdb,0.6404637234042553
66,spec_iter_uniref_sto_3.pdb,0.633065
67,default_struct_4.pdb,0.6328002127659572
68,img_multimer_0.pdb,0.6313212765957447
69,iter_2_old_4.pdb,0.6306479787234043
70,spec_struct_1.pdb,0.6272468085106383
71,uniclust_oxmatch_a3m_2.pdb,0.6266326595744679
72,default_img_1.pdb,0.6232681914893617
73,iter_1_2.pdb,0.6151921276595744
74,default_af_3.pdb,0.6131814893617021
75,spec_af_1.pdb,0.610791170212766
76,spec_iter_uniprot_sto_2.pdb,0.6088790425531914
77,spec_af_2.pdb,0.6060487234042553
78,spec_af_3.pdb,0.6044936170212766
79,spec_struct_0.pdb,0.6023748936170213
80,spec_struct_3.pdb,0.6018208510638299
81,uniclust_oxmatch_a3m_4.pdb,0.6008231914893617
82,spec_iter_uniref_a3m_3.pdb,0.600574255319149
83,spec_iter_uniref_a3m_1.pdb,0.5931625531914894
84,spec_iter_uniref_a3m_0.pdb,0.5846260638297872
85,spec_struct_2.pdb,0.5817647872340427
86,spec_struct_4.pdb,0.5792631914893618
87,spec_iter_uniref_sto_4.pdb,0.573831170212766
88,spec_af_4.pdb,0.5737459574468087
89,img_multimer_3.pdb,0.5725438297872341
90,img_multimer_4.pdb,0.5656115957446809
91,spec_iter_uniref_a3m_2.pdb,0.5652527659574467
92,img_multimer_1.pdb,0.5641367021276595
93,img_multimer_2.pdb,0.5632901063829788
94,spec_iter_uniref_a3m_4.pdb,0.5377513829787234
