,model,score
0,default_mul_newest_2.pdb,0.903637857142857
1,default_mul_newest_4.pdb,0.901602857142857
2,default_mul_newest_3.pdb,0.9014142857142857
3,default_uniref30_22_0.pdb,0.8943635714285715
4,default_mul_newest_1.pdb,0.8898921428571429
5,default_multimer_0.pdb,0.8890649999999999
6,default_multimer_3.pdb,0.8886457142857143
7,default_mul_newest_0.pdb,0.8849007142857143
8,default_multimer_4.pdb,0.8726007142857142
9,default_multimer_1.pdb,0.8724592857142858
10,default_uniref30_22_1.pdb,0.8656235714285714
11,default_uniref30_22_3.pdb,0.8609107142857143
12,default_multimer_2.pdb,0.8560028571428572
13,default_uniref30_22_2.pdb,0.8551421428571429
14,default_uniref30_22_4.pdb,0.8495135714285713
