,model,confidence
0,default_af_0.pdb,0.942447470380358
1,default_af_1.pdb,0.9422387547256792
2,default_af_2.pdb,0.938538559177396
3,lewis_1.pdb,0.9364630436540868
4,default_struct_0.pdb,0.9369450721930428
5,lewis_0.pdb,0.9365366409487296
6,default_uniref30_0.pdb,0.9364191044753511
7,lewis_3.pdb,0.9361946354640384
8,lewis_4.pdb,0.9361934863219354
9,default_struct_2.pdb,0.9364856217884958
10,default_af_3.pdb,0.9370828956061258
11,lewis_2.pdb,0.9363217266932587
12,default_uniref30_1.pdb,0.9361745892272796
13,default_pdb70_1.pdb,0.9355669641637244
14,default_struct_1.pdb,0.9367152712049076
15,default_struct_4.pdb,0.9362008510928485
16,default_struct_3.pdb,0.9364285641263392
17,default_pdb70_3.pdb,0.9344429611002516
18,spec_iter_uniref_sto_1.pdb,0.9356231838948534
19,default_multimer_0.pdb,0.9357326474442528
20,default_uniref30_2.pdb,0.9358346487415674
21,spec_iter_uniref_sto_0.pdb,0.9356267383863358
22,default_multimer_2.pdb,0.9340136676197814
23,default_multimer_1.pdb,0.9353912916633194
24,default_pdb70_0.pdb,0.9357473722203324
25,spec_struct_0.pdb,0.9348670905734644
26,Elo_0.pdb,0.9350964663402284
27,default_multimer_4.pdb,0.9337087610178338
28,uniclust_oxmatch_a3m_0.pdb,0.934548714503384
29,default_uniref30_4.pdb,0.9332677411703064
30,default_af_4.pdb,0.935200883660573
31,default_pdb70_2.pdb,0.9352998689694716
32,uniclust_oxmatch_a3m_1.pdb,0.9343524883587068
33,uniclust_oxmatch_a3m_2.pdb,0.933359899955256
34,spec_iter_uniref_sto_4.pdb,0.9327350548012884
35,spec_iter_uniref_sto_3.pdb,0.9339785029011864
36,default_pdb70_4.pdb,0.9333480338848938
37,Elo_2.pdb,0.9341864996306404
38,Elo_4.pdb,0.9332724700242652
39,spec_struct_1.pdb,0.9326125252179324
40,spec_iter_uniprot_sto_0.pdb,0.9322302206981308
41,spec_iter_uniprot_sto_1.pdb,0.9320616083088172
42,Elo_1.pdb,0.9343377337081
43,uniclust_oxmatch_a3m_3.pdb,0.9320439412295356
44,default_uniref30_3.pdb,0.9340021080932102
45,Elo_3.pdb,0.933924995142008
46,default_multimer_3.pdb,0.933824026849636
47,spec_iter_uniref_sto_2.pdb,0.9349222249748992
48,uniclust_oxmatch_a3m_4.pdb,0.9310457832183868
49,iter_2_1.pdb,0.9311537312737374
50,spec_pdb70_0.pdb,0.9286509592717784
51,iter_2_3.pdb,0.9307324019781568
52,spec_pdb70_1.pdb,0.9278945867275716
53,default_pdb_0.pdb,0.9279832112196637
54,iter_2_4.pdb,0.9275053452905472
55,default_comp_0.pdb,0.9277033170438932
56,default_pdb_1.pdb,0.9269865524228896
57,spec_iter_uniref_a3m_0.pdb,0.9267165582569564
58,spec_iter_uniprot_sto_4.pdb,0.926421613225691
59,spec_struct_2.pdb,0.9271173124361524
60,spec_struct_3.pdb,0.927003663472233
61,spec_pdb70_2.pdb,0.9268144581507864
62,iter_1_0.pdb,0.9269336575281236
63,iter_1_1.pdb,0.926435595733584
64,spec_iter_uniref_a3m_2.pdb,0.925709405983694
65,spec_pdb70_3.pdb,0.9264790659261564
66,iter_1_3.pdb,0.9261563679022928
67,spec_iter_uniref_a3m_1.pdb,0.9258786128439968
68,iter_2_2.pdb,0.93103187549858
69,iter_2_0.pdb,0.931213557204045
70,spec_iter_uniprot_sto_3.pdb,0.929796520278394
71,spec_struct_4.pdb,0.924288712457514
72,iter_1_2.pdb,0.926175473751042
73,default_comp_1.pdb,0.9241367845045332
74,spec_iter_uniref_a3m_3.pdb,0.9245530622342524
75,iter_1_4.pdb,0.9254226927936742
76,spec_pdb70_4.pdb,0.9236925934338878
77,spec_af_0.pdb,0.9237809985834752
78,default_comp_3.pdb,0.92255879326391
79,default_pdb_3.pdb,0.9223427277919944
80,spec_af_1.pdb,0.9222395270365122
81,default_comp_2.pdb,0.9234752448866472
82,default_pdb_2.pdb,0.9225622391738516
83,spec_iter_uniref_a3m_4.pdb,0.9215692158534176
84,spec_af_2.pdb,0.9214766200114544
85,default_comp_4.pdb,0.9224992069337796
86,spec_af_3.pdb,0.9208192361305038
87,default_pdb_4.pdb,0.9218731705665624
88,spec_af_4.pdb,0.9160351933714372
89,spec_pdb_0.pdb,0.9142723749872022
90,spec_pdb_1.pdb,0.913450849931798
91,pdb_iter_uniref_a3m_0.pdb,0.9117640695867396
92,spec_comp_0.pdb,0.913329038623798
93,pdb_iter_uniref_a3m_1.pdb,0.9111459734772136
94,pdb_iter_uniref_a3m_2.pdb,0.9108941405051968
95,pdb_iter_uniref_a3m_3.pdb,0.9106749377874384
96,spec_pdb_2.pdb,0.9094496458990814
97,pdb_iter_uniref_a3m_4.pdb,0.9101362764007048
98,spec_pdb_3.pdb,0.9088309062169422
99,spec_comp_1.pdb,0.9079544525142744
100,spec_iter_uniprot_sto_2.pdb,0.9298024978496748
101,spec_pdb_4.pdb,0.9013619067213808
102,spec_comp_2.pdb,0.8981112052912968
103,spec_comp_4.pdb,0.8975794345625517
104,spec_comp_3.pdb,0.897893045044339
